,team,season,opp,datetime,day_week,week,W/L,ot,record,home/away,team_score,opp_score,1D_gained,team_total_yards,team_pass_yards,team_rush_yards,team_turnover,1D_allowed,opp_total_yards,opp_pass_yards,opp_rush_yards,opp_turnover,offense_expected_points,defense_expected_points,sp_expected_points
54,CHI,2005,DET,2005-10-30 13:04:00,Sun,8,1.0,1,4-3,AWAY,19.0,13.0,14.0,333.0,218.0,115.0,1.0,17.0,278.0,185.0,93.0,1.0,-6.04,8.09,4.8
55,CHI,2005,NOR,2005-11-06 16:05:00,Sun,9,1.0,0,5-3,AWAY,20.0,17.0,15.0,314.0,131.0,183.0,3.0,15.0,283.0,150.0,133.0,4.0,-8.83,15.47,-3.9
56,CHI,2005,SFO,2005-11-13 13:03:00,Sun,10,1.0,0,6-3,HOME,17.0,9.0,12.0,239.0,67.0,172.0,4.0,9.0,161.0,28.0,133.0,2.0,-9.75,28.61,-9.06
57,CHI,2005,CAR,2005-11-20 13:02:00,Sun,11,1.0,0,7-3,HOME,13.0,3.0,15.0,258.0,136.0,122.0,1.0,13.0,238.0,183.0,55.0,2.0,-7.42,20.52,-3.32
58,CHI,2005,TAM,2005-11-27 13:02:00,Sun,12,1.0,0,8-3,AWAY,13.0,10.0,15.0,239.0,121.0,118.0,1.0,15.0,275.0,168.0,107.0,1.0,-9.96,10.25,3.8
59,CHI,2005,GNB,2005-12-04 13:05:00,Sun,13,1.0,0,9-3,HOME,19.0,7.0,10.0,190.0,49.0,141.0,2.0,26.0,358.0,258.0,100.0,4.0,-18.22,26.0,-0.63
60,CHI,2005,PIT,2005-12-11 13:02:00,Sun,14,0.0,0,9-4,AWAY,9.0,21.0,15.0,268.0,185.0,83.0,0.0,20.0,363.0,173.0,190.0,0.0,-2.76,-7.48,-0.63
61,CHI,2005,ATL,2005-12-18 20:37:00,Sun,15,1.0,0,10-4,HOME,16.0,3.0,14.0,226.0,98.0,128.0,1.0,12.0,231.0,117.0,114.0,3.0,-5.58,18.25,-1.79
62,CHI,2005,GNB,2005-12-25 17:11:00,Sun,16,1.0,0,11-4,AWAY,24.0,17.0,16.0,292.0,157.0,135.0,1.0,24.0,365.0,300.0,65.0,4.0,-2.02,5.92,4.39
63,CHI,2005,MIN,2006-01-01 16:15:00,Sun,17,0.0,0,11-5,AWAY,10.0,34.0,13.0,251.0,97.0,154.0,0.0,22.0,396.0,247.0,149.0,0.0,-5.55,-16.92,-1.22
64,CHI,2005,CAR,2006-01-15 16:41:00,Sun,19,0.0,0,11-6,HOME,21.0,29.0,23.0,282.0,185.0,97.0,1.0,21.0,434.0,311.0,123.0,1.0,1.21,-11.76,0.51
65,CHI,2006,GNB,2006-09-10 16:15:00,Sun,1,1.0,0,1-0,AWAY,26.0,0.0,18.0,361.0,252.0,109.0,1.0,14.0,267.0,164.0,103.0,3.0,0.02,12.18,11.2
66,CHI,2006,DET,2006-09-17 13:03:00,Sun,2,1.0,0,2-0,HOME,34.0,7.0,22.0,383.0,294.0,89.0,1.0,15.0,245.0,199.0,46.0,3.0,12.53,10.87,4.21
67,CHI,2006,MIN,2006-09-24 13:05:00,Sun,3,1.0,0,3-0,AWAY,19.0,16.0,19.0,325.0,274.0,51.0,2.0,11.0,286.0,189.0,97.0,2.0,-8.81,11.64,1.04
68,CHI,2006,SEA,2006-10-01 20:21:00,Sun,4,1.0,0,4-0,HOME,37.0,6.0,21.0,362.0,219.0,143.0,0.0,14.0,230.0,153.0,77.0,2.0,12.91,20.11,0.75
69,CHI,2006,BUF,2006-10-08 13:03:00,Sun,5,1.0,0,5-0,HOME,40.0,7.0,23.0,351.0,195.0,156.0,1.0,10.0,145.0,87.0,58.0,5.0,9.21,24.13,-0.82
70,CHI,2006,ARI,2006-10-16 20:42:00,Mon,6,1.0,0,6-0,AWAY,24.0,23.0,9.0,168.0,130.0,38.0,6.0,17.0,286.0,220.0,66.0,2.0,-35.67,26.0,10.37
71,CHI,2006,SFO,2006-10-29 13:03:00,Sun,8,1.0,0,7-0,HOME,41.0,10.0,24.0,402.0,257.0,145.0,0.0,12.0,248.0,121.0,127.0,5.0,14.41,12.76,7.68
72,CHI,2006,MIA,2006-11-05 13:02:00,Sun,9,0.0,0,7-1,HOME,13.0,31.0,20.0,292.0,189.0,103.0,6.0,17.0,298.0,137.0,161.0,2.0,-24.19,3.26,1.87
73,CHI,2006,NYG,2006-11-12 20:21:00,Sun,10,1.0,0,8-1,AWAY,38.0,20.0,21.0,352.0,234.0,118.0,3.0,15.0,249.0,99.0,150.0,3.0,-4.12,13.39,5.95
74,CHI,2006,NYJ,2006-11-19 13:04:00,Sun,11,1.0,0,9-1,AWAY,10.0,0.0,12.0,284.0,111.0,173.0,0.0,15.0,264.0,156.0,108.0,2.0,-3.45,17.43,-0.7
75,CHI,2006,NWE,2006-11-26 16:15:00,Sun,12,0.0,0,9-2,AWAY,13.0,17.0,21.0,324.0,171.0,153.0,4.0,20.0,352.0,267.0,85.0,5.0,-1.12,4.63,-6.79
76,CHI,2006,MIN,2006-12-03 13:03:00,Sun,13,1.0,0,10-2,HOME,23.0,13.0,6.0,107.0,24.0,83.0,5.0,21.0,346.0,156.0,190.0,5.0,-20.34,25.7,2.99
77,CHI,2006,LAR,2006-12-11 20:30:00,Mon,14,1.0,0,11-2,AWAY,42.0,27.0,22.0,372.0,200.0,172.0,0.0,28.0,433.0,332.0,101.0,1.0,19.17,-15.5,8.28
78,CHI,2006,TAM,2006-12-17 13:05:00,Sun,15,1.0,1,12-2,HOME,34.0,31.0,27.0,446.0,312.0,134.0,1.0,11.0,357.0,300.0,57.0,2.0,9.42,8.71,-15.69
79,CHI,2006,DET,2006-12-24 13:03:00,Sun,16,1.0,0,13-2,AWAY,26.0,21.0,22.0,354.0,238.0,116.0,0.0,18.0,327.0,260.0,67.0,1.0,4.27,-2.25,-1.72
80,CHI,2006,GNB,2006-12-31 20:15:00,Sun,17,0.0,0,13-3,HOME,7.0,26.0,13.0,316.0,181.0,135.0,6.0,20.0,373.0,276.0,97.0,1.0,-25.05,-1.51,5.25
81,CHI,2006,SEA,2007-01-14 13:06:00,Sun,19,1.0,1,14-3,HOME,27.0,24.0,21.0,371.0,251.0,120.0,2.0,18.0,306.0,179.0,127.0,1.0,0.52,2.87,-0.69
82,CHI,2006,NOR,2007-01-21 15:06:00,Sun,20,1.0,0,15-3,HOME,39.0,14.0,18.0,340.0,144.0,196.0,0.0,15.0,375.0,319.0,56.0,4.0,3.01,11.45,11.06
83,CHI,2006,IND,2007-02-04 18:27:00,Sun,21,0.0,0,15-4,NEUTRAL,17.0,29.0,11.0,265.0,154.0,111.0,5.0,24.0,430.0,239.0,191.0,3.0,-23.57,3.78,10.43
84,CHI,2007,LAC,2007-09-09 16:15:00,Sun,1,0.0,0,0-1,AWAY,3.0,14.0,11.0,202.0,122.0,80.0,4.0,19.0,263.0,186.0,77.0,2.0,-19.48,4.94,-1.45
85,CHI,2007,KAN,2007-09-16 16:15:00,Sun,2,1.0,0,1-1,HOME,20.0,10.0,18.0,239.0,132.0,107.0,3.0,13.0,281.0,211.0,70.0,2.0,-16.48,11.73,11.45
86,CHI,2007,DAL,2007-09-23 20:24:00,Sun,3,0.0,0,1-2,HOME,10.0,34.0,16.0,239.0,164.0,75.0,4.0,21.0,431.0,300.0,131.0,1.0,-16.7,-9.96,6.4
87,CHI,2007,DET,2007-09-30 13:03:00,Sun,4,0.0,0,1-3,AWAY,27.0,37.0,22.0,303.0,234.0,69.0,3.0,19.0,310.0,215.0,95.0,2.0,-14.85,-1.0,7.84
88,CHI,2007,GNB,2007-10-07 20:24:00,Sun,5,1.0,0,2-3,AWAY,27.0,20.0,16.0,285.0,203.0,82.0,1.0,18.0,439.0,318.0,121.0,5.0,-2.03,1.59,7.92
89,CHI,2007,MIN,2007-10-14 13:02:00,Sun,6,0.0,0,2-4,HOME,31.0,34.0,20.0,458.0,375.0,83.0,4.0,16.0,444.0,133.0,311.0,0.0,5.44,-9.95,1.51
90,CHI,2007,PHI,2007-10-21 16:14:00,Sun,7,1.0,0,3-4,AWAY,19.0,16.0,19.0,386.0,314.0,72.0,0.0,21.0,334.0,211.0,123.0,0.0,6.39,-6.26,1.89
91,CHI,2007,DET,2007-10-28 13:05:00,Sun,8,0.0,0,3-5,HOME,7.0,16.0,16.0,255.0,192.0,63.0,4.0,22.0,365.0,246.0,119.0,1.0,-11.83,-4.59,8.8
92,CHI,2007,LVR,2007-11-11 16:15:00,Sun,10,1.0,0,4-5,AWAY,17.0,6.0,16.0,295.0,217.0,78.0,0.0,12.0,193.0,86.0,107.0,3.0,-5.88,27.23,-12.08
